Div,Date,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,season,source_file,Time,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,kickoff,match_id,home_win,draw,away_win,total_goals,over_2_5,total_corners,total_sot,total_fouls,total_cards
E0,2018-01-30,Swansea,Arsenal,L Mason,3,1,H,1,1,12,9,4,4,4,8,4,3,0,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-30 00:00:00,20180130_swansea_arsenal,1,0,0,4.0,1,7.0,8.0,12.0,3.0
E0,2018-01-30,West Ham,Crystal Palace,N Swarbrick,1,1,D,1,1,8,9,3,3,11,15,5,3,1,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-30 00:00:00,20180130_westham_crystalpalace,0,1,0,2.0,0,8.0,6.0,26.0,4.0
E0,2018-01-31,Newcastle,Burnley,S Hooper,1,1,D,0,0,14,11,4,2,15,15,7,4,1,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-31 00:00:00,20180131_newcastle_burnley,0,1,0,2.0,0,11.0,6.0,30.0,3.0
E0,2018-01-31,Everton,Leicester,C Kavanagh,2,1,H,2,0,9,8,4,1,9,10,5,5,0,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-31 00:00:00,20180131_everton_leicester,1,0,0,3.0,1,10.0,5.0,19.0,2.0
E0,2018-01-31,Man City,West Brom,R Madley,3,0,H,1,0,19,3,10,1,10,10,9,1,1,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-31 00:00:00,20180131_mancity_westbrom,1,0,0,3.0,1,10.0,11.0,20.0,4.0
E0,2018-01-31,Stoke,Watford,J Moss,0,0,D,0,0,11,12,4,2,12,12,2,6,4,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-31 00:00:00,20180131_stoke_watford,0,1,0,0.0,0,8.0,6.0,24.0,7.0
E0,2018-01-31,Southampton,Brighton,M Dean,1,1,D,0,1,18,9,3,2,8,10,7,2,3,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-31 00:00:00,20180131_southampton_brighton,0,1,0,2.0,0,9.0,5.0,18.0,4.0
E0,2018-01-31,Chelsea,Bournemouth,L Probert,0,3,A,0,0,21,11,5,5,5,12,8,5,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-31 00:00:00,20180131_chelsea_bournemouth,0,0,1,3.0,1,13.0,10.0,17.0,1.0
E0,2018-01-31,Tottenham,Man United,A Marriner,2,0,H,2,0,22,6,6,3,10,13,6,3,2,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-01-31 00:00:00,20180131_tottenham_manunited,1,0,0,2.0,0,9.0,9.0,23.0,4.0
E0,2018-02-03,Arsenal,Everton,N Swarbrick,5,1,H,4,0,15,11,7,2,8,8,4,6,2,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-03 00:00:00,20180203_arsenal_everton,1,0,0,6.0,1,10.0,9.0,16.0,2.0
E0,2018-02-03,Bournemouth,Stoke,P Tierney,2,1,H,0,1,15,13,8,4,14,19,8,1,2,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-03 00:00:00,20180203_bournemouth_stoke,1,0,0,3.0,1,9.0,12.0,33.0,5.0
E0,2018-02-03,Brighton,West Ham,R East,3,1,H,1,1,21,4,5,1,11,7,4,1,3,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-03 00:00:00,20180203_brighton_westham,1,0,0,4.0,1,5.0,6.0,18.0,4.0
E0,2018-02-03,Burnley,Man City,M Atkinson,1,1,D,0,1,8,20,3,7,9,6,3,13,4,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-03 00:00:00,20180203_burnley_mancity,0,1,0,2.0,0,16.0,10.0,15.0,5.0
E0,2018-02-03,Leicester,Swansea,A Taylor,1,1,D,1,0,13,3,5,1,9,8,3,3,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-03 00:00:00,20180203_leicester_swansea,0,1,0,2.0,0,6.0,6.0,17.0,1.0
E0,2018-02-03,Man United,Huddersfield,S Attwell,2,0,H,0,0,16,4,7,0,5,19,5,2,2,4,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-03 00:00:00,20180203_manunited_huddersfield,1,0,0,2.0,0,7.0,7.0,24.0,6.0
E0,2018-02-03,West Brom,Southampton,M Oliver,2,3,A,1,2,9,13,3,5,12,10,5,7,2,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-03 00:00:00,20180203_westbrom_southampton,0,0,1,5.0,1,12.0,8.0,22.0,3.0
E0,2018-02-04,Crystal Palace,Newcastle,A Marriner,1,1,D,0,1,21,11,6,8,11,8,5,6,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-04 00:00:00,20180204_crystalpalace_newcastle,0,1,0,2.0,0,11.0,14.0,19.0,2.0
E0,2018-02-04,Liverpool,Tottenham,J Moss,2,2,D,1,0,9,13,3,6,15,9,3,7,3,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-04 00:00:00,20180204_liverpool_tottenham,0,1,0,4.0,1,10.0,9.0,24.0,4.0
E0,2018-02-05,Watford,Chelsea,M Dean,4,1,H,1,0,21,7,8,3,11,8,6,2,2,2,0,1,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-05 00:00:00,20180205_watford_chelsea,1,0,0,5.0,1,8.0,11.0,19.0,5.0
E0,2018-02-10,Stoke,Brighton,R Madley,1,1,D,0,1,15,14,3,6,6,10,7,4,0,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-10 00:00:00,20180210_stoke_brighton,0,1,0,2.0,0,11.0,9.0,16.0,0.0
E0,2018-02-10,Man City,Leicester,M Jones,5,1,H,1,1,19,2,11,2,10,12,8,2,2,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-10 00:00:00,20180210_mancity_leicester,1,0,0,6.0,1,10.0,13.0,22.0,5.0
E0,2018-02-10,Everton,Crystal Palace,J Moss,3,1,H,0,0,11,16,5,4,14,15,8,7,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-10 00:00:00,20180210_everton_crystalpalace,1,0,0,4.0,1,15.0,9.0,29.0,2.0
E0,2018-02-10,West Ham,Watford,G Scott,2,0,H,1,0,8,11,4,4,11,7,8,7,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-10 00:00:00,20180210_westham_watford,1,0,0,2.0,0,15.0,8.0,18.0,2.0
E0,2018-02-10,Tottenham,Arsenal,A Taylor,1,0,H,0,0,18,6,6,1,13,9,10,2,2,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-10 00:00:00,20180210_tottenham_arsenal,1,0,0,1.0,0,12.0,7.0,22.0,3.0
E0,2018-02-10,Swansea,Burnley,A Marriner,1,0,H,0,0,12,13,4,1,10,9,5,2,2,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-10 00:00:00,20180210_swansea_burnley,1,0,0,1.0,0,7.0,5.0,19.0,3.0
E0,2018-02-11,Huddersfield,Bournemouth,M Oliver,4,1,H,2,1,15,7,4,2,12,12,2,6,0,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-11 00:00:00,20180211_huddersfield_bournemouth,1,0,0,5.0,1,8.0,6.0,24.0,3.0
E0,2018-02-11,Newcastle,Man United,C Pawson,1,0,H,0,0,10,13,3,6,12,15,0,10,0,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-11 00:00:00,20180211_newcastle_manunited,1,0,0,1.0,0,10.0,9.0,27.0,2.0
E0,2018-02-11,Southampton,Liverpool,M Atkinson,0,2,A,0,2,6,16,4,4,5,8,3,1,1,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-11 00:00:00,20180211_southampton_liverpool,0,0,1,2.0,0,4.0,8.0,13.0,3.0
E0,2018-02-12,Chelsea,West Brom,L Mason,3,0,H,1,0,20,8,8,1,11,11,8,7,0,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-12 00:00:00,20180212_chelsea_westbrom,1,0,0,3.0,1,15.0,9.0,22.0,2.0
E0,2018-02-24,Brighton,Swansea,M Dean,4,1,H,1,0,16,11,5,1,17,6,3,5,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-24 00:00:00,20180224_brighton_swansea,1,0,0,5.0,1,8.0,6.0,23.0,1.0
E0,2018-02-24,Bournemouth,Newcastle,R East,2,2,D,0,2,18,15,5,4,12,10,8,1,1,4,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-24 00:00:00,20180224_bournemouth_newcastle,0,1,0,4.0,1,9.0,9.0,22.0,5.0
E0,2018-02-24,Burnley,Southampton,R Madley,1,1,D,0,0,9,13,3,6,8,14,7,5,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-24 00:00:00,20180224_burnley_southampton,0,1,0,2.0,0,12.0,9.0,22.0,1.0
E0,2018-02-24,Leicester,Stoke,M Oliver,1,1,D,0,1,19,6,9,2,10,16,13,1,1,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-24 00:00:00,20180224_leicester_stoke,0,1,0,2.0,0,14.0,11.0,26.0,4.0
E0,2018-02-24,Watford,Everton,A Taylor,1,0,H,0,0,13,7,5,2,10,9,6,5,3,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-24 00:00:00,20180224_watford_everton,1,0,0,1.0,0,11.0,7.0,19.0,4.0
E0,2018-02-24,Liverpool,West Ham,S Attwell,4,1,H,1,0,21,7,12,4,7,7,8,2,0,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-24 00:00:00,20180224_liverpool_westham,1,0,0,5.0,1,10.0,16.0,14.0,2.0
E0,2018-02-24,West Brom,Huddersfield,J Moss,1,2,A,0,0,10,16,3,7,11,9,6,3,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-24 00:00:00,20180224_westbrom_huddersfield,0,0,1,3.0,1,9.0,10.0,20.0,2.0
E0,2018-02-25,Crystal Palace,Tottenham,K Friend,0,1,A,0,0,5,14,3,4,12,5,2,13,0,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-25 00:00:00,20180225_crystalpalace_tottenham,0,0,1,1.0,0,15.0,7.0,17.0,1.0
E0,2018-02-25,Man United,Chelsea,M Atkinson,2,1,H,1,1,10,14,5,7,13,12,3,4,2,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-02-25 00:00:00,20180225_manunited_chelsea,1,0,0,3.0,1,7.0,12.0,25.0,4.0
E0,2018-03-01,Arsenal,Man City,A Marriner,0,3,A,0,3,10,9,5,5,11,11,6,1,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-01 00:00:00,20180301_arsenal_mancity,0,0,1,3.0,1,7.0,10.0,22.0,2.0
E0,2018-03-03,Burnley,Everton,C Kavanagh,2,1,H,0,1,21,10,8,4,9,12,10,4,1,1,0,1,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-03 00:00:00,20180303_burnley_everton,1,0,0,3.0,1,14.0,12.0,21.0,3.0
E0,2018-03-03,Leicester,Bournemouth,L Probert,1,1,D,0,1,23,8,4,3,11,7,13,1,2,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-03 00:00:00,20180303_leicester_bournemouth,0,1,0,2.0,0,14.0,7.0,18.0,3.0
E0,2018-03-03,Liverpool,Newcastle,G Scott,2,0,H,1,0,14,7,3,2,7,9,8,3,0,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-03 00:00:00,20180303_liverpool_newcastle,1,0,0,2.0,0,11.0,5.0,16.0,0.0
E0,2018-03-03,Southampton,Stoke,A Taylor,0,0,D,0,0,18,12,6,3,8,13,15,4,0,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-03 00:00:00,20180303_southampton_stoke,0,1,0,0.0,0,19.0,9.0,21.0,1.0
E0,2018-03-03,Swansea,West Ham,M Atkinson,4,1,H,2,0,9,7,8,2,9,14,4,5,0,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-03 00:00:00,20180303_swansea_westham,1,0,0,5.0,1,9.0,10.0,23.0,3.0
E0,2018-03-03,Tottenham,Huddersfield,K Friend,2,0,H,1,0,15,3,7,3,6,8,8,1,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-03 00:00:00,20180303_tottenham_huddersfield,1,0,0,2.0,0,9.0,10.0,14.0,2.0
E0,2018-03-03,Watford,West Brom,P Tierney,1,0,H,0,0,15,9,4,2,11,12,4,6,2,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-03 00:00:00,20180303_watford_westbrom,1,0,0,1.0,0,10.0,6.0,23.0,2.0
E0,2018-03-04,Brighton,Arsenal,S Attwell,2,1,H,2,1,13,15,6,7,13,12,6,11,3,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-04 00:00:00,20180304_brighton_arsenal,1,0,0,3.0,1,17.0,13.0,25.0,6.0
E0,2018-03-04,Man City,Chelsea,M Oliver,1,0,H,0,0,13,3,3,0,8,9,5,2,2,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-04 00:00:00,20180304_mancity_chelsea,1,0,0,1.0,0,7.0,3.0,17.0,3.0
E0,2018-03-05,Crystal Palace,Man United,N Swarbrick,2,3,A,1,0,10,17,4,8,10,8,3,7,1,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-05 00:00:00,20180305_crystalpalace_manunited,0,0,1,5.0,1,10.0,12.0,18.0,4.0
E0,2018-03-10,Chelsea,Crystal Palace,A Taylor,2,1,H,2,0,27,9,11,2,8,9,12,3,1,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-10 00:00:00,20180310_chelsea_crystalpalace,1,0,0,3.0,1,15.0,13.0,17.0,3.0
E0,2018-03-10,Everton,Brighton,R East,2,0,H,0,0,13,10,3,4,10,14,10,3,0,1,0,1,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-10 00:00:00,20180310_everton_brighton,1,0,0,2.0,0,13.0,7.0,24.0,2.0
E0,2018-03-10,Huddersfield,Swansea,M Oliver,0,0,D,0,0,30,0,4,0,9,9,12,0,2,3,0,1,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-10 00:00:00,20180310_huddersfield_swansea,0,1,0,0.0,0,12.0,4.0,18.0,6.0
E0,2018-03-10,Man United,Liverpool,C Pawson,2,1,H,2,0,5,14,2,2,10,16,1,13,2,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-10 00:00:00,20180310_manunited_liverpool,1,0,0,3.0,1,14.0,4.0,26.0,3.0
E0,2018-03-10,Newcastle,Southampton,A Marriner,3,0,H,2,0,7,6,5,2,10,10,2,6,0,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-10 00:00:00,20180310_newcastle_southampton,1,0,0,3.0,1,8.0,7.0,20.0,2.0
E0,2018-03-10,West Brom,Leicester,R Madley,1,4,A,1,1,6,14,2,6,6,7,7,6,1,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-10 00:00:00,20180310_westbrom_leicester,0,0,1,5.0,1,13.0,8.0,13.0,4.0
E0,2018-03-10,West Ham,Burnley,L Mason,0,3,A,0,0,13,7,4,4,13,7,5,1,2,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-10 00:00:00,20180310_westham_burnley,0,0,1,3.0,1,6.0,8.0,20.0,4.0
E0,2018-03-11,Arsenal,Watford,M Atkinson,3,0,H,1,0,11,11,7,4,12,9,4,9,2,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-11 00:00:00,20180311_arsenal_watford,1,0,0,3.0,1,13.0,11.0,21.0,3.0
E0,2018-03-11,Bournemouth,Tottenham,M Dean,1,4,A,1,1,14,12,3,8,10,7,4,5,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-11 00:00:00,20180311_bournemouth_tottenham,0,0,1,5.0,1,9.0,11.0,17.0,2.0
E0,2018-03-12,Stoke,Man City,J Moss,0,2,A,0,1,3,17,0,6,6,8,3,10,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-12 00:00:00,20180312_stoke_mancity,0,0,1,2.0,0,13.0,6.0,14.0,1.0
E0,2018-03-17,Bournemouth,West Brom,G Scott,2,1,H,0,0,17,11,5,6,6,9,3,2,1,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-17 00:00:00,20180317_bournemouth_westbrom,1,0,0,3.0,1,5.0,11.0,15.0,3.0
E0,2018-03-17,Huddersfield,Crystal Palace,M Dean,0,2,A,0,1,6,17,2,6,11,12,4,7,3,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-17 00:00:00,20180317_huddersfield_crystalpalace,0,0,1,2.0,0,11.0,8.0,23.0,5.0
E0,2018-03-17,Liverpool,Watford,A Taylor,5,0,H,2,0,13,4,10,1,5,4,6,1,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-17 00:00:00,20180317_liverpool_watford,1,0,0,5.0,1,7.0,11.0,9.0,1.0
E0,2018-03-17,Stoke,Everton,M Atkinson,1,2,A,0,0,9,17,4,9,13,12,1,9,1,1,1,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-17 00:00:00,20180317_stoke_everton,0,0,1,3.0,1,10.0,13.0,25.0,3.0
E0,2018-03-31,Brighton,Leicester,C Kavanagh,0,2,A,0,0,15,6,3,4,11,13,6,1,2,4,0,1,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-31 00:00:00,20180331_brighton_leicester,0,0,1,2.0,0,7.0,7.0,24.0,7.0
E0,2018-03-31,Crystal Palace,Liverpool,N Swarbrick,1,2,A,1,0,6,16,3,6,6,8,4,6,2,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-31 00:00:00,20180331_crystalpalace_liverpool,0,0,1,3.0,1,10.0,9.0,14.0,4.0
E0,2018-03-31,Everton,Man City,P Tierney,1,3,A,0,3,6,18,2,4,10,8,2,11,0,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-31 00:00:00,20180331_everton_mancity,0,0,1,4.0,1,13.0,6.0,18.0,0.0
E0,2018-03-31,Man United,Swansea,R Madley,2,0,H,2,0,11,3,5,2,5,13,3,3,0,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-31 00:00:00,20180331_manunited_swansea,1,0,0,2.0,0,6.0,7.0,18.0,0.0
E0,2018-03-31,Newcastle,Huddersfield,M Atkinson,1,0,H,0,0,18,4,3,0,9,10,3,3,1,4,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-31 00:00:00,20180331_newcastle_huddersfield,1,0,0,1.0,0,6.0,3.0,19.0,5.0
E0,2018-03-31,Watford,Bournemouth,A Marriner,2,2,D,1,1,16,13,5,6,16,6,7,4,4,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-31 00:00:00,20180331_watford_bournemouth,0,1,0,4.0,1,11.0,11.0,22.0,4.0
E0,2018-03-31,West Brom,Burnley,L Probert,1,2,A,0,1,8,11,3,4,12,9,1,6,1,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-31 00:00:00,20180331_westbrom_burnley,0,0,1,3.0,1,7.0,7.0,21.0,4.0
E0,2018-03-31,West Ham,Southampton,J Moss,3,0,H,3,0,13,9,5,0,9,16,5,9,0,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-03-31 00:00:00,20180331_westham_southampton,1,0,0,3.0,1,14.0,5.0,25.0,3.0
E0,2018-04-01,Arsenal,Stoke,C Pawson,3,0,H,0,0,24,8,11,2,9,13,6,5,1,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-01 00:00:00,20180401_arsenal_stoke,1,0,0,3.0,1,11.0,13.0,22.0,3.0
E0,2018-04-01,Chelsea,Tottenham,A Marriner,1,3,A,1,1,14,12,4,7,4,11,5,5,0,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-01 00:00:00,20180401_chelsea_tottenham,0,0,1,4.0,1,10.0,11.0,15.0,1.0
E0,2018-04-07,Leicester,Newcastle,S Attwell,1,2,A,0,1,8,8,1,4,7,14,7,5,1,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-07 00:00:00,20180407_leicester_newcastle,0,0,1,3.0,1,12.0,5.0,21.0,4.0
E0,2018-04-07,Bournemouth,Crystal Palace,J Moss,2,2,D,0,0,20,13,5,6,8,9,11,3,2,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-07 00:00:00,20180407_bournemouth_crystalpalace,0,1,0,4.0,1,14.0,11.0,17.0,4.0
E0,2018-04-07,Everton,Liverpool,M Oliver,0,0,D,0,0,6,10,1,3,12,7,3,2,0,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-07 00:00:00,20180407_everton_liverpool,0,1,0,0.0,0,5.0,4.0,19.0,0.0
E0,2018-04-07,Brighton,Huddersfield,A Taylor,1,1,D,1,1,13,14,4,5,13,7,5,3,1,0,1,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-07 00:00:00,20180407_brighton_huddersfield,0,1,0,2.0,0,8.0,9.0,20.0,2.0
E0,2018-04-07,Watford,Burnley,P Tierney,1,2,A,0,0,14,7,5,4,18,12,11,1,2,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-07 00:00:00,20180407_watford_burnley,0,0,1,3.0,1,12.0,9.0,30.0,4.0
E0,2018-04-07,Stoke,Tottenham,G Scott,1,2,A,0,0,10,15,4,4,19,8,6,3,4,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-07 00:00:00,20180407_stoke_tottenham,0,0,1,3.0,1,9.0,8.0,27.0,7.0
E0,2018-04-07,West Brom,Swansea,R East,1,1,D,0,0,15,7,3,1,15,5,5,1,3,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-07 00:00:00,20180407_westbrom_swansea,0,1,0,2.0,0,6.0,4.0,20.0,5.0
E0,2018-04-07,Man City,Man United,M Atkinson,2,3,A,2,0,20,5,6,4,17,9,8,4,6,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-07 00:00:00,20180407_mancity_manunited,0,0,1,5.0,1,12.0,10.0,26.0,9.0
E0,2018-04-08,Arsenal,Southampton,A Marriner,3,2,H,2,1,13,15,7,8,11,7,8,6,2,1,1,1,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-08 00:00:00,20180408_arsenal_southampton,1,0,0,5.0,1,14.0,15.0,18.0,5.0
E0,2018-04-08,Chelsea,West Ham,K Friend,1,1,D,1,0,23,5,6,2,7,11,10,6,0,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-08 00:00:00,20180408_chelsea_westham,0,1,0,2.0,0,16.0,8.0,18.0,1.0
E0,2018-04-14,Crystal Palace,Brighton,A Marriner,3,2,H,3,2,15,12,8,3,12,16,5,6,3,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-14 00:00:00,20180414_crystalpalace_brighton,1,0,0,5.0,1,11.0,11.0,28.0,5.0
E0,2018-04-14,Burnley,Leicester,M Atkinson,2,1,H,2,0,8,15,3,6,9,10,4,8,2,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-14 00:00:00,20180414_burnley_leicester,1,0,0,3.0,1,12.0,9.0,19.0,3.0
E0,2018-04-14,Tottenham,Man City,J Moss,1,3,A,1,2,8,17,3,6,11,12,5,7,3,4,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-14 00:00:00,20180414_tottenham_mancity,0,0,1,4.0,1,12.0,9.0,23.0,7.0
E0,2018-04-14,Huddersfield,Watford,C Pawson,1,0,H,0,0,9,4,1,2,9,8,9,6,2,2,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-14 00:00:00,20180414_huddersfield_watford,1,0,0,1.0,0,15.0,3.0,17.0,4.0
E0,2018-04-14,Swansea,Everton,L Mason,1,1,D,0,1,17,12,7,3,10,11,6,3,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-14 00:00:00,20180414_swansea_everton,0,1,0,2.0,0,9.0,10.0,21.0,2.0
E0,2018-04-14,Southampton,Chelsea,M Dean,2,3,A,1,0,10,17,7,5,13,14,4,7,5,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-14 00:00:00,20180414_southampton_chelsea,0,0,1,5.0,1,11.0,12.0,27.0,8.0
E0,2018-04-14,Liverpool,Bournemouth,C Kavanagh,3,0,H,1,0,20,6,7,1,9,9,7,5,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-14 00:00:00,20180414_liverpool_bournemouth,1,0,0,3.0,1,12.0,8.0,18.0,2.0
E0,2018-04-15,Man United,West Brom,P Tierney,0,1,A,0,0,14,10,4,4,8,13,4,4,1,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-15 00:00:00,20180415_manunited_westbrom,0,0,1,1.0,0,8.0,8.0,21.0,2.0
E0,2018-04-15,Newcastle,Arsenal,A Taylor,2,1,H,1,1,8,15,4,3,11,9,2,5,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-15 00:00:00,20180415_newcastle_arsenal,1,0,0,3.0,1,7.0,7.0,20.0,1.0
E0,2018-04-16,West Ham,Stoke,M Oliver,1,1,D,0,0,18,11,6,7,15,21,10,1,2,3,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-16 00:00:00,20180416_westham_stoke,0,1,0,2.0,0,11.0,13.0,36.0,5.0
E0,2018-04-17,Brighton,Tottenham,K Friend,1,1,D,0,0,8,16,5,6,6,5,3,4,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-17 00:00:00,20180417_brighton_tottenham,0,1,0,2.0,0,7.0,11.0,11.0,1.0
E0,2018-04-18,Bournemouth,Man United,G Scott,0,2,A,0,1,13,13,2,4,9,8,8,5,3,1,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-18 00:00:00,20180418_bournemouth_manunited,0,0,1,2.0,0,13.0,6.0,17.0,4.0
E0,2018-04-19,Burnley,Chelsea,R Madley,1,2,A,0,1,5,16,2,5,9,11,3,2,1,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-19 00:00:00,20180419_burnley_chelsea,0,0,1,3.0,1,5.0,7.0,20.0,1.0
E0,2018-04-19,Leicester,Southampton,R East,0,0,D,0,0,11,6,3,2,10,10,11,3,0,0,0,0,2017-18,EPL_2017-18.csv,00:00,,,,,,,2018-04-19 00:00:00,20180419_leicester_southampton,0,1,0,0.0,0,14.0,5.0,20.0,0.0
